"Subplot","Transect","Species","X","Y","Per","Date","Year","Day","Basal_cm","Ht_m","Damage","Alive","Found","Topkilled","Fire","Herbivory","Grass"
"MW69","Mbuzi Mawe","DICCIN",720118,9754802,"Feb 2019","1/31/2019",2019,1096,0.28,0.14,1,1,1,1,4,0,286.514001659021
"MW69","Mbuzi Mawe","DICCIN",720118,9754802,"Jun 2019","6/7/2019",2019,1223,0.54,0.22,0,1,1,0,0,0,254.528145203125
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Initial","7/17/2016",2017,169,0.36,0.18,NA,1,1,0,NA,NA,NA
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Feb 2017","2/15/2017",2017,381,0.46,0.23,0,1,1,0,0,0,NA
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"May 2017","5/3/2017",2017,458,0.46,0.3,0,1,1,0,0,0,NA
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Aug 2017","8/24/2017",2018,571,0.48,0.2,1,1,1,1,0,0,NA
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Dec 2017","12/18/2017",2018,687,0.48,0.17,1,1,1,1,0,0,NA
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"May 2018","5/27/2018",2018,847,0.48,0.22,0,1,1,0,0,0,427.235454403573
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Oct 2018","10/15/2018",2019,988,0.54,0.22,0,1,1,0,0,0,337.375586152698
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,0,0,111.604362203534
"MW70","Mbuzi Mawe","ACAROB",720105,9754794,"Jun 2019","6/7/2019",2019,1223,0.25,0.23,0,1,1,0,0,0,286.562062169112
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Initial","7/17/2016",2017,169,1.4,0.6,NA,1,1,0,NA,NA,NA
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Feb 2017","2/15/2017",2017,381,0.75,0.23,0,1,1,0,0,0,NA
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"May 2017","5/3/2017",2017,458,0.88,0.32,0,1,1,0,0,0,NA
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Aug 2017","8/24/2017",2018,571,0.91,0.38,0,1,1,0,0,0,NA
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Dec 2017","12/18/2017",2018,687,1.12,0.25,1,1,1,1,0,0,NA
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"May 2018","5/27/2018",2018,847,1.18,0.43,0,1,1,0,0,0,297.464564403292
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Oct 2018","10/15/2018",2019,988,0,0,1,0,1,0,0,0,218.216935584463
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,0,0,420.860077138547
"MW71","Mbuzi Mawe","DICCIN",720095,9754779,"Jun 2019","6/7/2019",2019,1223,0,0,1,0,1,0,0,0,378.26345350052
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Initial","7/17/2016",2017,169,0.45,0.39,NA,1,1,0,NA,NA,NA
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Feb 2017","2/15/2017",2017,381,0.74,0.4,0,1,1,0,0,0,NA
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"May 2017","5/3/2017",2017,458,0.84,0.52,0,1,1,0,0,0,NA
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Aug 2017","8/24/2017",2018,571,1.14,0.5,0,1,1,0,0,0,NA
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Dec 2017","12/18/2017",2018,687,1.15,0.6,0,1,1,0,0,0,NA
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"May 2018","5/27/2018",2018,847,1.2,0.57,0,1,1,0,0,0,537.68894188271
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Oct 2018","10/15/2018",2019,988,1.12,0.58,0,1,1,0,0,0,407.304258211717
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Feb 2019","1/31/2019",2019,1096,0.44,0.18,1,1,1,0,0,0,338.981615955212
"MW72","Mbuzi Mawe","COMAFR",720100,9754771,"Jun 2019","6/7/2019",2019,1223,0.5,0.43,1,1,1,1,0,0,500.186896408321
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Initial","7/17/2016",2017,169,1.54,0.75,NA,1,1,0,NA,NA,NA
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Feb 2017","2/15/2017",2017,381,1.37,0.7,0,1,1,0,0,0,NA
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"May 2017","5/3/2017",2017,458,1.56,0.82,0,1,1,0,0,0,NA
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Aug 2017","8/24/2017",2018,571,0.23,0.16,1,1,1,1,0,0,NA
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Dec 2017","12/18/2017",2018,687,0.42,0.17,0,1,1,0,0,0,NA
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"May 2018","5/27/2018",2018,847,0.48,0.3,0,1,1,0,0,0,346.777307463027
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Oct 2018","10/15/2018",2019,988,0.6,0.34,0,1,1,0,0,0,452.671318471089
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Feb 2019","1/31/2019",2019,1096,0.35,0.17,1,1,1,1,0,0,273.353522628781
"MW73","Mbuzi Mawe","ALBHAR",720090,9754770,"Jun 2019","6/7/2019",2019,1223,0.66,0.27,0,1,1,0,0,0,450.144448314782
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Initial","7/17/2016",2017,169,0.78,0.45,NA,1,1,0,NA,NA,NA
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Feb 2017","2/15/2017",2017,381,1.08,0.32,0,1,1,0,0,0,NA
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"May 2017","5/3/2017",2017,458,0.55,0.48,0,1,1,1,0,0,NA
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Aug 2017","8/24/2017",2018,571,0.85,0.57,0,1,1,0,0,0,NA
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Dec 2017","12/18/2017",2018,687,0.46,0.24,1,1,1,1,0,0,NA
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"May 2018","5/27/2018",2018,847,0.96,0.7,0,1,1,0,0,0,777.24049845484
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Oct 2018","10/15/2018",2019,988,0.58,0.27,1,1,1,0,0,6,740.450535823201
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Feb 2019","1/31/2019",2019,1096,0.48,0.25,0,1,1,0,0,0,225.49482447607
"MW74","Mbuzi Mawe","COMAFR",720096,9754759,"Jun 2019","6/7/2019",2019,1223,0.53,0.39,0,1,1,0,0,0,291.420277266211
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Initial","7/17/2016",2017,169,0.38,0.25,NA,1,1,0,NA,NA,NA
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Feb 2017","2/15/2017",2017,381,0.2,0.09,0,1,1,0,0,0,NA
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"May 2017","5/3/2017",2017,458,0.3,0.2,0,1,1,0,0,0,NA
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Aug 2017","8/24/2017",2018,571,0.31,0.16,1,1,1,1,0,0,NA
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Dec 2017","12/18/2017",2018,687,0.48,0.18,0,1,1,0,0,0,NA
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"May 2018","5/27/2018",2018,847,0.52,0.32,0,1,1,0,0,0,792.609261090976
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Oct 2018","10/15/2018",2019,988,0.45,0.34,0,1,1,0,0,0,655.267198393809
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Feb 2019","1/31/2019",2019,1096,0.2,0.2,1,1,1,0,0,0,250.173736635309
"MW75","Mbuzi Mawe","ALBHAR",720083,9754756,"Jun 2019","6/7/2019",2019,1223,0.45,0.22,0,1,1,0,0,0,387.338920418574
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Initial","7/17/2016",2017,169,1.08,0.57,NA,1,1,0,NA,NA,NA
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Feb 2017","2/15/2017",2017,381,1.4,0.21,0,1,1,0,0,0,NA
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"May 2017","5/3/2017",2017,458,1.4,0.52,0,1,1,0,0,0,NA
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Aug 2017","8/24/2017",2018,571,1.45,0.29,1,1,1,1,0,0,NA
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Dec 2017","12/18/2017",2018,687,1.46,0.3,0,1,1,0,0,0,NA
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"May 2018","5/27/2018",2018,847,0.9,0.61,0,1,1,0,0,0,480.120917467675
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Oct 2018","10/15/2018",2019,988,0.93,0.42,1,1,1,0,0,5,663.137362277932
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Feb 2019","1/31/2019",2019,1096,0.62,0.4,1,1,1,1,3,0,447.67361436104
"MW76","Mbuzi Mawe","COMAFR",720065,9754713,"Jun 2019","6/7/2019",2019,1223,0.7,0.46,0,1,1,0,0,0,585.217868407917
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Initial","7/17/2016",2017,169,0.8,0.76,NA,1,1,0,NA,NA,NA
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Feb 2017","2/15/2017",2017,381,0.85,0.64,0,1,1,0,0,0,NA
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"May 2017","5/3/2017",2017,458,1.12,0.72,0,1,1,0,0,0,NA
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Aug 2017","8/24/2017",2018,571,1.25,0.72,0,1,1,0,0,0,NA
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Dec 2017","12/18/2017",2018,687,1.15,0.54,1,1,1,1,0,0,NA
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"May 2018","5/27/2018",2018,847,1.26,0.66,0,1,1,0,0,0,438.151291009391
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Oct 2018","10/15/2018",2019,988,1.3,0.51,0,1,1,0,0,0,434.995078483949
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,10,0,252.49435967296
"MW77","Mbuzi Mawe","ACAROB",720058,9754717,"Jun 2019","6/7/2019",2019,1223,0,0,1,0,1,0,0,0,783.297307089449
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Initial","7/17/2016",2017,169,0.63,0.49,NA,1,1,0,NA,NA,NA
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Feb 2017","2/15/2017",2017,381,0.65,0.53,0,1,1,0,0,0,NA
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"May 2017","5/3/2017",2017,458,0.72,0.48,0,1,1,0,0,0,NA
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Aug 2017","8/24/2017",2018,571,NA,NA,1,0,1,0,0,0,NA
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Dec 2017","12/18/2017",2018,687,0,0,1,0,1,1,0,0,NA
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"May 2018","5/27/2018",2018,847,0,0,1,0,1,1,0,0,608.248593687128
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Oct 2018","10/15/2018",2019,988,0,0,1,0,1,0,0,0,549.88097742703
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,0,0,682.203157126987
"MW78","Mbuzi Mawe","ALBHAR",720056,9754718,"Jun 2019","6/7/2019",2019,1223,0,0,1,0,1,0,0,0,347.121895641242
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Initial","7/17/2016",2017,169,0.44,0.25,NA,1,1,0,NA,NA,NA
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Feb 2017","2/15/2017",2017,381,0.55,0.35,0,1,1,0,0,0,NA
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"May 2017","5/3/2017",2017,458,0.82,0.42,0,1,1,0,0,0,NA
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Aug 2017","8/24/2017",2018,571,0.72,0.22,1,1,1,1,0,0,NA
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Dec 2017","12/18/2017",2018,687,0.82,0.13,1,1,1,1,0,0,NA
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"May 2018","5/27/2018",2018,847,0.75,0.47,0,1,1,0,0,0,383.763003247056
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Oct 2018","10/15/2018",2019,988,0.88,0.24,0,1,1,0,0,0,403.607634072495
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Feb 2019","1/31/2019",2019,1096,0.45,0.3,0,1,1,0,0,0,259.54319122126
"MW79","Mbuzi Mawe","COMAFR",720057,9754715,"Jun 2019","6/7/2019",2019,1223,0.94,0.43,0,1,1,0,0,0,442.240649000078
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Initial","7/17/2016",2017,169,0.77,0.2,NA,1,1,0,NA,NA,NA
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Feb 2017","2/15/2017",2017,381,0.84,0.63,0,1,1,0,0,0,NA
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"May 2017","5/3/2017",2017,458,0.85,0.4,0,1,1,0,0,0,NA
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Aug 2017","8/24/2017",2018,571,0.98,0.4,0,1,1,0,0,0,NA
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Dec 2017","12/18/2017",2018,687,0.99,0.44,0,1,1,0,0,0,NA
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"May 2018","5/27/2018",2018,847,1.2,0.58,0,1,1,0,0,0,373.397483691087
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Oct 2018","10/15/2018",2019,988,1.21,0.7,0,1,1,0,0,0,521.08671599372
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Feb 2019","1/31/2019",2019,1096,0.35,0.23,1,1,1,1,5,0,343.91368135303
"MW80","Mbuzi Mawe","ALBHAR",720060,9754711,"Jun 2019","6/7/2019",2019,1223,0.64,0.33,0,1,1,0,0,0,500.909023424404
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Initial","7/17/2016",2017,169,0.84,0.3,NA,1,1,0,NA,NA,NA
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Feb 2017","2/15/2017",2017,381,0.78,0.27,0,1,1,0,0,0,NA
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"May 2017","5/3/2017",2017,458,0.82,0.28,0,1,1,0,0,0,NA
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Aug 2017","8/24/2017",2018,571,0.93,0.32,0,1,1,0,0,0,NA
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Dec 2017","12/18/2017",2018,687,0.95,0.25,1,1,1,1,0,0,NA
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"May 2018","5/27/2018",2018,847,1.05,0.3,0,1,1,0,0,0,529.980672081002
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Oct 2018","10/15/2018",2019,988,0.83,0.24,0,1,1,0,0,0,343.346828379946
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Feb 2019","1/31/2019",2019,1096,0.32,0.2,1,1,1,1,6,0,473.136278870017
"MW81","Mbuzi Mawe","ALBHAR",720047,9754694,"Jun 2019","6/7/2019",2019,1223,0.38,0.3,1,1,1,0,0,3,305.369081969478
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Initial","7/17/2016",2017,169,0.64,0.2,NA,1,1,0,NA,NA,NA
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Feb 2017","2/15/2017",2017,381,0.92,0.21,0,1,1,0,0,0,NA
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"May 2017","5/3/2017",2017,458,0.92,0.2,0,1,1,0,0,0,NA
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Aug 2017","8/24/2017",2018,571,0.93,0.28,0,1,1,0,0,0,NA
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Dec 2017","12/18/2017",2018,687,1.01,0.22,1,1,1,1,0,0,NA
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"May 2018","5/27/2018",2018,847,1.25,0.4,0,1,1,0,0,0,297.570901382053
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Oct 2018","10/15/2018",2019,988,1.38,0.4,0,1,1,0,0,0,325.494367192665
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,10,0,235.515059670011
"MW82","Mbuzi Mawe","ALBHAR",720038,9754697,"Jun 2019","6/7/2019",2019,1223,0.52,0.2,0,1,1,0,0,0,261.359006840679
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Initial","7/17/2016",2017,169,0.83,0.41,NA,1,1,0,NA,NA,NA
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Feb 2017","2/15/2017",2017,381,0.65,0.42,0,1,1,0,0,0,NA
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"May 2017","5/3/2017",2017,458,0.72,0.7,0,1,1,0,0,0,NA
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Aug 2017","8/24/2017",2018,571,0.98,0.15,1,1,1,1,0,0,NA
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Dec 2017","12/18/2017",2018,687,1.06,0.6,0,1,1,0,0,0,NA
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"May 2018","5/27/2018",2018,847,1.23,0.8,0,1,1,0,0,0,414.036394344229
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Oct 2018","10/15/2018",2019,988,1.68,0.68,0,1,1,0,0,0,391.661150076723
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Feb 2019","1/31/2019",2019,1096,0.32,0.55,1,1,1,1,4,0,869.781967708569
"MW83","Mbuzi Mawe","ACAROB",720039,9754670,"Jun 2019","6/7/2019",2019,1223,1.05,0.79,0,1,1,0,0,0,948.393003599892
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Initial","7/17/2016",2017,169,0.41,0.2,NA,1,1,0,NA,NA,NA
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Feb 2017","2/15/2017",2017,381,0.69,0.22,0,1,1,0,0,0,NA
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"May 2017","5/3/2017",2017,458,1.82,0.9,0,1,1,0,0,0,NA
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Aug 2017","8/24/2017",2018,571,0.88,0.27,1,1,1,1,0,0,NA
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Dec 2017","12/18/2017",2018,687,1,0.42,0,1,1,0,0,0,NA
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"May 2018","5/27/2018",2018,847,1.35,0.73,0,1,1,0,0,0,603.487795838449
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Oct 2018","10/15/2018",2019,988,0.82,0.5,0,1,1,0,0,0,330.690797436873
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,0,0,540.059561572966
"MW84","Mbuzi Mawe","COMAFR",720016,9754650,"Jun 2019","6/7/2019",2019,1223,0,0,1,0,1,0,0,0,603.86101722861
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Initial","7/17/2016",2017,169,0.52,0.64,NA,1,1,0,NA,NA,NA
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Feb 2017","2/15/2017",2017,381,0.45,0.2,0,1,1,0,0,0,NA
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"May 2017","5/3/2017",2017,458,0.82,0.51,0,1,1,0,0,0,NA
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Aug 2017","8/24/2017",2018,571,0.83,0.6,0,1,1,0,0,0,NA
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Dec 2017","12/18/2017",2018,687,0.52,0.38,1,1,1,1,0,0,NA
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"May 2018","5/27/2018",2018,847,0.83,0.4,0,1,1,0,0,0,352.213451905027
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Oct 2018","10/15/2018",2019,988,0.6,0.08,1,1,1,0,0,8,364.052551957457
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Feb 2019","1/31/2019",2019,1096,0,0,1,0,1,0,10,0,239.87461462118
"MW85","Mbuzi Mawe","COMAFR",720002,9754634,"Jun 2019","6/7/2019",2019,1223,0,0,1,0,1,0,0,0,398.391937169177
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Initial","7/17/2016",2017,169,0.56,0.25,NA,1,1,0,NA,NA,NA
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Feb 2017","2/15/2017",2017,381,0.68,0.2,0,1,1,0,0,0,NA
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"May 2017","5/3/2017",2017,458,0.68,0.31,0,1,1,0,0,0,NA
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Aug 2017","8/24/2017",2018,571,0.75,0.09,1,1,1,1,0,0,NA
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Dec 2017","12/18/2017",2018,687,0.98,0.2,0,1,1,0,0,0,NA
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"May 2018","5/27/2018",2018,847,1.03,0.51,0,1,1,0,0,0,522.394288749397
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Oct 2018","10/15/2018",2019,988,0.17,0.06,1,1,1,1,0,7,382.592657548844
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Feb 2019","1/31/2019",2019,1096,0.4,0.18,0,1,1,0,0,0,600.47068300175
"MW86","Mbuzi Mawe","ACATOR",719986,9754617,"Jun 2019","6/7/2019",2019,1223,0.8,0.35,0,1,1,0,0,0,469.0426674503
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Initial","7/17/2016",2017,169,0.7,0.5,NA,1,1,0,NA,NA,NA
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Feb 2017","2/15/2017",2017,381,0.45,0.21,0,1,1,0,0,0,NA
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"May 2017","5/3/2017",2017,458,0.54,0.32,0,1,1,0,0,0,NA
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Aug 2017","8/24/2017",2018,571,0.42,0.27,1,1,1,1,0,0,NA
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Dec 2017","12/18/2017",2018,687,0.52,0.33,0,1,1,0,0,0,NA
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"May 2018","5/27/2018",2018,847,0.68,0.39,0,1,1,0,0,0,786.68506141069
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Oct 2018","10/15/2018",2019,988,0.7,0.45,0,1,1,0,0,0,361.612908978867
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Feb 2019","1/31/2019",2019,1096,0.32,0.12,0,1,1,0,0,0,153.486196976021
"MW87","Mbuzi Mawe","ACADRE",719986,9754616,"Jun 2019","6/7/2019",2019,1223,0.46,0.29,0,1,1,0,0,0,314.372665905494
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Initial","7/17/2016",2017,169,1.4,0.6,NA,1,1,0,NA,NA,NA
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Feb 2017","2/15/2017",2017,381,0.9,0.17,0,1,1,0,0,0,NA
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"May 2017","5/3/2017",2017,458,0.93,0.34,0,1,1,0,0,0,NA
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Aug 2017","8/24/2017",2018,571,1.01,0.23,1,1,1,1,0,0,NA
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Dec 2017","12/18/2017",2018,687,1.03,0.23,0,1,1,0,0,0,NA
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"May 2018","5/27/2018",2018,847,0,0,1,0,1,1,0,0,272.212321423597
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Oct 2018","10/15/2018",2019,988,0.55,0.33,0,1,1,0,0,0,212.035684732183
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Feb 2019","1/31/2019",2019,1096,0.55,0.2,1,1,1,0,6,0,219.31226821989
"MW88","Mbuzi Mawe","ACAMEL",719990,9754611,"Jun 2019","6/7/2019",2019,1223,0.55,0.25,0,1,1,0,0,0,274.300415549579
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Initial","7/17/2016",2017,169,0.55,0.25,NA,1,1,0,NA,NA,NA
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Feb 2017","2/15/2017",2017,381,0.87,0.15,0,1,1,0,0,0,NA
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"May 2017","5/3/2017",2017,458,0.87,0.28,0,1,1,0,0,0,NA
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Aug 2017","8/24/2017",2018,571,0.54,0.2,1,1,1,1,0,0,NA
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Dec 2017","12/18/2017",2018,687,0.4,0.2,1,1,1,1,0,0,NA
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"May 2018","5/27/2018",2018,847,0.5,0.31,0,1,1,0,0,0,198.68507180798
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Oct 2018","10/15/2018",2019,988,0.47,0.3,0,1,1,0,0,0,314.473392886382
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Feb 2019","1/31/2019",2019,1096,0.15,0.12,1,1,1,1,7,0,228.645804190533
"MW89","Mbuzi Mawe","ALBHAR",719979,9754607,"Jun 2019","6/7/2019",2019,1223,0.44,0.16,1,1,1,0,0,0,201.398779666278
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"Initial","7/17/2016",2017,169,0.58,0.48,NA,1,1,0,NA,NA,NA
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"Feb 2017","2/15/2017",2017,381,0.32,0.13,0,1,1,0,0,0,NA
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"May 2017","5/3/2017",2017,458,0.45,0.54,0,1,1,0,0,0,NA
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"Aug 2017","8/24/2017",2018,571,0.15,0.17,1,1,1,1,0,0,NA
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"Dec 2017","12/18/2017",2018,687,0.66,0.39,0,1,1,0,0,0,NA
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"May 2018","5/27/2018",2018,847,0.66,0.42,0,1,1,0,0,0,566.565639503666
"MW90","Mbuzi Mawe","ACAROB",719978,9754607,"Oct 2018","10/15/2018",2019,988,0.56,0.46,0,1,1,0,0,0,587.379958468353
